YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Total,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,VA,Virginia,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(37.542680674, -78.457890463)",TV,TV2,Q065,VALUE,51,Total,Total,OVR,OVERALL
2018,2018,AZ,Arizona,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Existence of state-level Food Policy Council,,Value,No,10002,,,Total,"(34.86597028, -111.763811277)",FV,FV2,Q022,VALUE,04,Total,Total,OVR,OVERALL
2017,2017,AR,Arkansas,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(34.748650124, -92.274490743)",PA,PA2,Q052,VALUE,05,Total,Total,OVR,OVERALL
2017,2017,DC,District of Columbia,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,66.3,66.3,,,Total,"(38.890371385, -77.031961127)",BF,BF2,Q016,VALUE,11,Total,Total,OVR,OVERALL
2014,2014,TN,Tennessee,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,21.7,21.7,,,Total,"(35.68094058, -85.774490914)",SD,SD2,Q062,VALUE,47,Total,Total,OVR,OVERALL
2017,2017,WV,West Virginia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(38.665510202, -80.712640135)",FV,FV2,Q033,VALUE,54,Total,Total,OVR,OVERALL
2008,2008,AL,Alabama,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,1.8,1.8,,,Total,"(32.840571122, -86.631860762)",BF,BF2,Q013,VALUE,01,Total,Total,OVR,OVERALL
2016,2016,MN,Minnesota,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(46.355648736, -94.794200503)",TV,TV2,Q065,VALUE,27,Total,Total,OVR,OVERALL
2015,2015,ME,Maine,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(45.254228894001, -68.985031336)",FV,FV2,Q032,VALUE,23,Total,Total,OVR,OVERALL
2018,2018,US,National,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,4,4,,,Total,,FV,FV2,Q033,VALUE,59,Total,Total,OVR,OVERALL
2016,2016,MI,Michigan,School Health Profiles (Profiles),Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of secondary schools that offered a self-serve salad bar to students,,Value,54.1,54.1,,,Total,"(44.661319543001, -84.71439027)",FV,FV2,Q061,VALUE,26,Total,Total,OVR,OVERALL
2011,2011,GA,Georgia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(32.839681093, -83.627580346)",FV,FV2,Q032,VALUE,13,Total,Total,OVR,OVERALL
2019,2019,IL,Illinois,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(40.48501028300046, -88.99771017799969)",SD,SD2,Q064,VALUE,17,Total,Total,OVR,OVERALL
2014,2014,FL,Florida,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,24.9,24.9,,,Total,"(28.932040377, -81.928960539)",SD,SD2,Q062,VALUE,12,Total,Total,OVR,OVERALL
2016,2016,NH,New Hampshire,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(43.655950113, -71.50036092)",PA,PA2,Q052,VALUE,33,Total,Total,OVR,OVERALL
2012,2012,NM,New Mexico,School Health Profiles (Profiles),Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of secondary schools that offered a self-serve salad bar to students,,Value,31.8,31.8,,,Total,"(34.520880952, -106.240580985)",FV,FV2,Q061,VALUE,35,Total,Total,OVR,OVERALL
2012,2012,NC,North Carolina,School Health Policies and Practices Study,Physical Activity,Physical Activity - Environmental or Policy Supports,State provides guidance on policies for school districts or schools on recess,,Value,Yes,10001,,,Total,"(35.466220975, -79.159250463)",PA,PA2,Q055,VALUE,37,Total,Total,OVR,OVERALL
2015,2015,MS,Mississippi,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(32.745510099, -89.538030825)",TV,TV2,Q066,VALUE,28,Total,Total,OVR,OVERALL
2018,2018,TN,Tennessee,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(35.68094058000048, -85.77449091399967)",FV,FV2,Q033,VALUE,47,Total,Total,OVR,OVERALL
2014,2014,MS,Mississippi,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,Yes,10001,,,Total,"(32.745510099, -89.538030825)",FV,FV2,Q033,VALUE,28,Total,Total,OVR,OVERALL
2015,2015,WA,Washington,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,1.2,1.2,,,Total,"(47.522278629, -120.47001079)",BF,BF2,Q014,VALUE,53,Total,Total,OVR,OVERALL
2010,2010,ND,North Dakota,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(47.475319779, -100.118421049)",TV,TV2,Q066,VALUE,38,Total,Total,OVR,OVERALL
2016,2016,TN,Tennessee,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(35.68094058, -85.774490914)",TV,TV2,Q065,VALUE,47,Total,Total,OVR,OVERALL
2019,2019,KS,Kansas,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(38.34774030000045, -98.20078122699965)",FV,FV2,Q033,VALUE,20,Total,Total,OVR,OVERALL
2019,2019,MS,Mississippi,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(32.745510099000455, -89.53803082499968)",TV,TV2,Q066,VALUE,28,Total,Total,OVR,OVERALL
2014,2014,WI,Wisconsin,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(44.393191174, -89.816370742)",FV,FV2,Q032,VALUE,55,Total,Total,OVR,OVERALL
2008,2008,NC,North Carolina,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.9,2.9,,,Total,"(35.466220975, -79.159250463)",BF,BF2,Q013,VALUE,37,Total,Total,OVR,OVERALL
2012,2012,NJ,New Jersey,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(40.130570048, -74.273691288)",PA,PA2,Q052,VALUE,34,Total,Total,OVR,OVERALL
2016,2016,PA,Pennsylvania,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(40.793730152, -77.860700294)",TV,TV2,Q066,VALUE,42,Total,Total,OVR,OVERALL
2007,2007,DE,Delaware,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,0.0,0,,,Total,"(39.008830667, -75.577741168)",BF,BF2,Q016,VALUE,10,Total,Total,OVR,OVERALL
2018,2018,IA,Iowa,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(42.46940091300047, -93.81649055599968)",PA,PA2,Q053,VALUE,19,Total,Total,OVR,OVERALL
2019,2019,KS,Kansas,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,46.8,46.8,,,Total,"(38.34774030000045, -98.20078122699965)",BF,BF2,Q016,VALUE,20,Total,Total,OVR,OVERALL
2012,2012,IN,Indiana,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,No,10002,,,Total,"(39.766910452, -86.149960194)",PA,PA2,Q053,VALUE,18,Total,Total,OVR,OVERALL
2017,2017,MO,Missouri,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(38.635790776, -92.566300053)",TV,TV2,Q066,VALUE,29,Total,Total,OVR,OVERALL
2018,2018,MT,Montana,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(47.06652897200047, -109.42442064499971)",FV,FV2,Q032,VALUE,30,Total,Total,OVR,OVERALL
2011,2011,LA,Louisiana,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,0.0,0,,,Total,"(31.312660644, -92.445680071)",BF,BF2,Q016,VALUE,22,Total,Total,OVR,OVERALL
2012,2012,VT,Vermont,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,13.3,13.3,,,Total,"(43.625381239, -72.517640791)",BF,BF2,Q013,VALUE,50,Total,Total,OVR,OVERALL
2013,2013,AR,Arkansas,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,1.9,1.9,,,Total,"(34.748650124, -92.274490743)",BF,BF2,Q013,VALUE,05,Total,Total,OVR,OVERALL
2014,2014,HI,Hawaii,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(21.304850435, -157.857749403)",TV,TV2,Q065,VALUE,15,Total,Total,OVR,OVERALL
2017,2017,ID,Idaho,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(43.682630005, -114.363730042)",TV,TV2,Q065,VALUE,16,Total,Total,OVR,OVERALL
2018,2018,CO,Colorado,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(38.843840757000464, -106.13361092099967)",SD,SD2,Q064,VALUE,08,Total,Total,OVR,OVERALL
2017,2017,IL,Illinois,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of farmers markets that accept WIC Farmers Market Nutrition Program coupons,,Value,13.5,13.5,,,Total,"(40.485010283, -88.997710178)",FV,FV2,Q030,VALUE,17,Total,Total,OVR,OVERALL
2012,2012,CA,California,School Health Policies and Practices Study,Physical Activity,Physical Activity - Environmental or Policy Supports,State provides guidance on policies for school districts or schools on time spent in moderate-to-vigorous intensity physical activity during physical education class,,Value,Yes,10001,,,Total,"(37.638640123, -120.999999538)",PA,PA2,Q056,VALUE,06,Total,Total,OVR,OVERALL
2012,2012,WY,Wyoming,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase sports drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,66.9,66.9,,,Total,"(43.235541343, -108.109830353)",SD,SD2,Q063,VALUE,56,Total,Total,OVR,OVERALL
2012,2012,NC,North Carolina,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(35.466220975, -79.159250463)",FV,FV2,Q033,VALUE,37,Total,Total,OVR,OVERALL
2014,2014,NM,New Mexico,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,3.8,3.8,,,Total,"(34.520880952, -106.240580985)",BF,BF2,Q016,VALUE,35,Total,Total,OVR,OVERALL
